,f[cm^-1],DOS
624,-290.04965809,0.037707437813
625,-289.94965809,0.037742536701
626,-289.84965809,0.033755630339
627,-289.74965809,0.033628014425
628,-289.64965809,0.033500648884
629,-289.54965809,0.033373533716
630,-289.44965809,0.033246668922
631,-289.34965809,0.0331200545
632,-289.24965809,0.032993690452
633,-289.14965809,0.032867576777
634,-289.04965809,0.032741713475
635,-288.94965809,0.032616100546
636,-288.84965809,0.03249073799
637,-288.74965809,0.032365625808
638,-288.64965809,0.032240763998
639,-288.54965809,0.032116152562
640,-288.44965809,0.031991791499
641,-288.34965809,0.031867680809
642,-288.24965809,0.031743820492
643,-288.14965809,0.031620210548
644,-288.04965809,0.031496850977
645,-287.94965809,0.031373741779
646,-287.84965809,0.031250882955
647,-287.74965809,0.031128274504
648,-287.64965809,0.031005916426
649,-287.54965809,0.030883808721
650,-287.44965809,0.030761951389
651,-287.34965809,0.03064034443
652,-287.24965809,0.030518987844
653,-287.14965809,0.030397881632
654,-287.04965809,0.030277025792
655,-286.94965809,0.030156420326
656,-286.84965809,0.030036065233
657,-286.74965809,0.029915960513
658,-286.64965809,0.029796106166
659,-286.54965809,0.029676502192
660,-286.44965809,0.029557148592
661,-286.34965809,0.029438045364
662,-286.24965809,0.02931919251
663,-286.14965809,0.029200590029
664,-286.04965809,0.029082237921
665,-285.94965809,0.028964136186
666,-285.84965809,0.028846284824
667,-285.74965809,0.028728683835
668,-285.64965809,0.028613797457
669,-285.54965809,0.028515773328
670,-285.44965809,0.028436866189
671,-285.34965809,0.028377076041
672,-285.24965809,0.028336402884
673,-285.14965809,0.028314846718
674,-285.04965809,0.028375370627
675,-284.94965809,0.02853250514
676,-284.84965809,0.028707696303
677,-284.74965809,0.028900944114
678,-284.64965809,0.029112248573
679,-284.54965809,0.029341609682
680,-284.44965809,0.029589027439
681,-284.34965809,0.029854501845
682,-284.24965809,0.030136589697
683,-284.14965809,0.030419359148
684,-284.04965809,0.030698406056
685,-283.94965809,0.030973730421
686,-283.84965809,0.031245332242
687,-283.74965809,0.03151321152
688,-283.64965809,0.031777368254
689,-283.54965809,0.032037802444
690,-283.44965809,0.032294514091
691,-283.34965809,0.032547503195
692,-283.24965809,0.032796769755
693,-283.14965809,0.033042313771
694,-283.04965809,0.033284135244
695,-282.94965809,0.033522234174
696,-282.84965809,0.03375661056
697,-282.74965809,0.033987264403
698,-282.64965809,0.034214195702
699,-282.54965809,0.034437404457
700,-282.44965809,0.034656890669
701,-282.34965809,0.034872654338
702,-282.24965809,0.035084695463
703,-282.14965809,0.035293014044
704,-282.04965809,0.035497610082
705,-281.94965809,0.035698483576
706,-281.84965809,0.035895634527
707,-281.74965809,0.036089062935
708,-281.64965809,0.036278768799
709,-281.54965809,0.036464982802
710,-281.44965809,0.036650777468
711,-281.34965809,0.036837112534
712,-281.24965809,0.037023987999
713,-281.14965809,0.037211403864
714,-281.04965809,0.037399360129
715,-280.94965809,0.037587856793
716,-280.84965809,0.037776893858
717,-280.74965809,0.039957643556
718,-280.64965809,0.040304935277
719,-280.54965809,0.040545238482
720,-280.44965809,0.040678553171
721,-280.34965809,0.040704879345
722,-280.24965809,0.040624217004
723,-280.14965809,0.040436566147
724,-280.04965809,0.040141926775
725,-279.94965809,0.039740298887
726,-279.84965809,0.039231682484
727,-279.74965809,0.038616077565
728,-279.64965809,0.037893484131
729,-279.54965809,0.037063902181
730,-279.44965809,0.036201689179
731,-279.34965809,0.03552187975
732,-279.24965809,0.034854434279
733,-279.14965809,0.034199352767
734,-279.04965809,0.033556635214
735,-278.94965809,0.032926281619
736,-278.84965809,0.032308291983
737,-278.74965809,0.031702666306
738,-278.64965809,0.031109404588
739,-278.54965809,0.030528506828
740,-278.44965809,0.029959973027
741,-278.34965809,0.029403803185
742,-278.24965809,0.028859997302
743,-278.14965809,0.028328555377
744,-278.04965809,0.027809477411
745,-277.94965809,0.027302763403
746,-277.84965809,0.026808413355
747,-277.74965809,0.026326427265
748,-277.64965809,0.025856805133
749,-277.54965809,0.025399546961
750,-277.44965809,0.024954652747
751,-277.34965809,0.024522122492
752,-277.24965809,0.024101956195
753,-277.14965809,0.023694153858
754,-277.04965809,0.023298715479
755,-276.94965809,0.022915641058
756,-276.84965809,0.022544930597
757,-276.74965809,0.022186584094
758,-276.64965809,0.02184060155
759,-276.54965809,0.021506982964
760,-276.44965809,0.021185728337
761,-276.34965809,0.020876837669
762,-276.24965809,0.02058031096
763,-276.14965809,0.02029614821
764,-276.04965809,0.020024259248
765,-275.94965809,0.019754425478
766,-275.84965809,0.01947968719
767,-275.74965809,0.019200044386
768,-275.64965809,0.018915497066
769,-275.54965809,0.018626045229
770,-275.44965809,0.018331688876
771,-275.34965809,0.018032428006
772,-275.24965809,0.01772826997
773,-275.14965809,0.017420420877
774,-275.04965809,0.017109758232
775,-274.94965809,0.016796282038
776,-274.84965809,0.016479992294
777,-274.74965809,0.016160888999
778,-274.64965809,0.015838972154
779,-274.54965809,0.015514241759
780,-274.44965809,0.015186697814
781,-274.34965809,0.014856340318
782,-274.24965809,0.014523169272
783,-274.14965809,0.014187184676
784,-274.04965809,0.01384838653
785,-273.94965809,0.013506774834
786,-273.84965809,0.013162349587
787,-273.74965809,0.012815110791
788,-273.64965809,0.012465058444
789,-273.54965809,0.012112192547
790,-273.44965809,0.011756513099
791,-273.34965809,0.011398020102
792,-273.24965809,0.011036713554
793,-273.14965809,0.010672593456
794,-273.04965809,0.010305659808
795,-272.94965809,0.00993613755
796,-272.84965809,0.0095644951983
797,-272.74965809,0.0091907473237
798,-272.64965809,0.0088148939262
799,-272.54965809,0.0084369350058
800,-272.44965809,0.0080568705624
801,-272.34965809,0.0076747005961
802,-272.24965809,0.0072904251069
803,-272.14965809,0.0069040440947
804,-272.04965809,0.0065155575597
805,-271.94965809,0.0061249655017
806,-271.84965809,0.0057322679208
807,-271.74965809,0.0053374648169
808,-271.64965809,0.0049405561902
809,-271.54965809,0.0045415420405
810,-271.44965809,0.0041404223679
811,-271.34965809,0.0037371971723
812,-271.24965809,0.0033318664539
813,-271.14965809,0.0029244302125
814,-271.04965809,0.0025795004786
815,-270.94965809,0.0022977509943
816,-270.84965809,0.0020322912402
817,-270.74965809,0.0017831212164
818,-270.64965809,0.0015502409227
819,-270.54965809,0.0013336503593
820,-270.44965809,0.0011346799086
821,-270.34965809,0.00095671183809
822,-270.24965809,0.0007999130683
823,-270.14965809,0.00066432616103
824,-270.04965809,0.00055057467255
825,-269.94965809,0.00045886483863
826,-269.84965809,0.00038919665928
827,-269.74965809,0.00034157013448
828,-269.64965809,0.00031598526425
829,-269.54965809,0.00031244204859
830,-269.44965809,0.00033094048748
831,-269.34965809,0.00037148058094
832,-269.24965809,0.00043372384339
833,-269.14965809,0.00050688158623
834,-269.04965809,0.00058579125341
835,-268.94965809,0.00067045284493
836,-268.84965809,0.00076086636078
837,-268.74965809,0.00085703180097
838,-268.64965809,0.0009589491655
839,-268.54965809,0.0010666184544
840,-268.44965809,0.0011800396676
841,-268.34965809,0.0012992128051
842,-268.24965809,0.001424137867
843,-268.14965809,0.0015548148532
844,-268.04965809,0.0016912437638
845,-267.94965809,0.0018334245987
846,-267.84965809,0.0019813573579
847,-267.74965809,0.0021350420415
848,-267.64965809,0.0022944786494
849,-267.54965809,0.0024596671816
850,-267.44965809,0.0026306076382
851,-267.34965809,0.0028073000191
852,-267.24965809,0.0029897443244
853,-267.14965809,0.003177940554
854,-267.04965809,0.0033718887079
855,-266.94965809,0.0035715887862
856,-266.84965809,0.0037770407888
857,-266.74965809,0.0039882447158
858,-266.64965809,0.0042052005671
859,-266.54965809,0.0044279083427
860,-266.44965809,0.0046563680427
861,-266.34965809,0.004890579667
